Loading files... 
  Starting company_founder_unique_3.tsv
  Finished company_founder_unique_3.tsv, still running: 0
Loaded 65587 facts in 0.26 s using -82 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  key_people  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.021276596	0.0625	0.166666667	1	16	6	?b	0.0	0.0	0.0
?a  services  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.25	1	6	4	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  spouse  ?f  ?a  traded_as  ?f   => ?a  founders  ?b	0.021276596	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  corporate  ?f  ?a  products  ?f   => ?a  founders  ?b	0.085106383	0.125	0.2	4	32	20	?b	0.0	0.0	0.0
?b  education  ?f  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.333333333	1	6	3	?b	0.0	0.0	0.0
?b  education  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  education  ?f  ?a  services  ?f   => ?a  founders  ?b	0.021276596	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  education  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  education  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.125	0.25	1	8	4	?b	0.0	0.0	0.0
?b  known_for  ?f  ?f  product  ?a   => ?a  founders  ?b	0.021276596	0.058823529	0.25	1	17	4	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  products  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  product  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  predecessor  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  corporate  ?f  ?b  corporate  ?f   => ?a  founders  ?b	0.085106383	0.0625	0.1	4	64	40	?b	0.0	0.0	0.0
?b  spouse  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.111111111	0.333333333	1	9	3	?b	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?a  founding_year  ?f   => ?a  founders  ?b	0.021276596	0.125	0.2	1	8	5	?b	0.0	0.0	0.0
?b  citizenship  ?f  ?a  location_country  ?f   => ?a  founders  ?b	0.042553191	0.039215686	0.117647059	2	51	17	?b	0.0	0.0	0.0
?a  parent  ?f  ?b  parent  ?f   => ?a  founders  ?b	0.021276596	0.008547009	0.111111111	1	117	9	?b	0.0	0.0	0.0
?b  death_place  ?f  ?a  location_city  ?f   => ?a  founders  ?b	0.021276596	0.1	0.125	1	10	8	?b	0.0	0.0	0.0
?b  death_place  ?f  ?a  foundation_place  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.2	1	6	5	?b	0.0	0.0	0.0
?b  after  ?f  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  after  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?a  width  ?f  ?b  width  ?f   => ?a  founders  ?b	0.021276596	0.002793296	0.25	1	358	4	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.042553191	0.4	0.4	2	5	5	?b	0.0	0.0	0.0
?a  key_person  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  services  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.083333333	0.25	1	12	4	?b	0.0	0.0	0.0
?a  products  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.021276596	0.333333333	0.333333333	1	3	3	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  employer  ?f  ?a  parent  ?f   => ?a  founders  ?b	0.021276596	0.034482759	0.125	1	29	8	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?b  relatives  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?b  relatives  ?f  ?a  services  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.085106383	0.08	0.666666667	4	50	6	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.042553191	0.25	0.666666667	2	8	3	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.027777778	1	1	36	1	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.125	1	1	8	1	?b	0.0	0.0	0.0
?f  before  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?a  key_person  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.021276596	0.1	1	1	10	1	?b	0.0	0.0	0.0
?a  key_person  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.021276596	0.025	0.2	1	40	5	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.02173913	0.5	1	46	2	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.058823529	0.333333333	1	17	3	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  products  ?f   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?f  audio  ?b  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.25	1	1	4	1	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  products  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  products  ?f  ?f  related  ?b   => ?a  founders  ?b	0.021276596	0.111111111	1	1	9	1	?b	0.0	0.0	0.0
?f  dimensions  ?b  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.02173913	1	1	46	1	?b	0.0	0.0	0.0
?a  products  ?f  ?f  service  ?b   => ?a  founders  ?b	0.021276596	0.125	1	1	8	1	?b	0.0	0.0	0.0
?f  before  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.25	1	1	4	1	?b	0.0	0.0	0.0
?f  awards  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.2	1	1	5	1	?b	0.0	0.0	0.0
?f  education  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.083333333	1	1	12	1	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  occupation  ?b   => ?a  founders  ?b	0.021276596	0.013333333	1	1	75	1	?b	0.0	0.0	0.0
?f  children  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.076923077	1	1	13	1	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.016393443	0.5	1	61	2	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.042553191	0.04	0.333333333	2	50	6	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.021276596	0.1	0.5	1	10	2	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  occupation  ?b   => ?a  founders  ?b	0.021276596	0.010204082	0.5	1	98	2	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.021276596	0.027777778	1	1	36	1	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.021276596	0.066666667	0.333333333	1	15	3	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.063829787	0.375	0.375	3	8	8	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.042553191	0.285714286	0.666666667	2	7	3	?b	0.0	0.0	0.0
?f  key_people  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.042553191	0.111111111	0.666666667	2	18	3	?b	0.0	0.0	0.0
?f  key_person  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.125	0.5	1	8	2	?b	0.0	0.0	0.0
?f  industry  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.052631579	1	1	19	1	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  product  ?f   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?f  audio  ?b  ?a  product  ?f   => ?a  founders  ?b	0.021276596	0.125	0.5	1	8	2	?b	0.0	0.0	0.0
?f  education  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.021276596	0.071428571	0.5	1	14	2	?b	0.0	0.0	0.0
?a  product  ?f  ?f  related  ?b   => ?a  founders  ?b	0.021276596	0.071428571	0.5	1	14	2	?b	0.0	0.0	0.0
?f  dimensions  ?b  ?a  product  ?f   => ?a  founders  ?b	0.021276596	0.011764706	0.5	1	85	2	?b	0.0	0.0	0.0
?a  product  ?f  ?f  service  ?b   => ?a  founders  ?b	0.021276596	0.043478261	0.5	1	23	2	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  product  ?f   => ?a  founders  ?b	0.021276596	0.25	1	1	4	1	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.05	0.333333333	1	20	3	?b	0.0	0.0	0.0
?f  children  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.021276596	0.083333333	1	1	12	1	?b	0.0	0.0	0.0
?f  owner  ?b  ?a  subsidiary  ?f   => ?a  founders  ?b	0.021276596	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?a  owning_company  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.021276596	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?f  chairman  ?b  ?a  subsidiary  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  owner  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.021276596	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?a  owner  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.021276596	0.090909091	0.5	1	11	2	?b	0.0	0.0	0.0
?f  key_person  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.021276596	0.25	1	1	4	1	?b	0.0	0.0	0.0
?a  owning_company  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.021276596	0.090909091	0.5	1	11	2	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.042553191	0.4	1	2	5	2	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.042553191	0.666666667	0.666666667	2	3	3	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  trading_name  ?f   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  trading_name  ?f   => ?a  founders  ?b	0.021276596	0.2	1	1	5	1	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  predecessor  ?a   => ?a  founders  ?b	0.042553191	0.666666667	0.666666667	2	3	3	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  trading_name  ?a   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  trading_name  ?a   => ?a  founders  ?b	0.021276596	0.166666667	1	1	6	1	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  subsid  ?a   => ?a  founders  ?b	0.106382979	0.043103448	0.12195122	5	116	41	?b	0.0	0.0	0.0
?e  salary  ?a  ?e  spouse  ?b   => ?a  founders  ?b	0.021276596	0.022727273	0.25	1	44	4	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  predecessor  ?a   => ?a  founders  ?b	0.042553191	0.125	1	2	16	2	?b	0.0	0.0	0.0
?e  industry  ?b  ?e  predecessor  ?a   => ?a  founders  ?b	0.021276596	0.055555556	1	1	18	1	?b	0.0	0.0	0.0
?e  known_for  ?a  ?e  spouse  ?b   => ?a  founders  ?b	0.021276596	0.011494253	0.125	1	87	8	?b	0.0	0.0	0.0
?e  before  ?b  ?e  occupation  ?a   => ?a  founders  ?b	0.021276596	0.027027027	0.166666667	1	37	6	?b	0.0	0.0	0.0
Mining done in 0.48 s
Total time 0.74 s
158 rules mined.
