Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  products  ?b  ?a  subsid  ?b   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  parent  ?b  ?a  products  ?b   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?a  owner  ?b   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?a  owning_company  ?b   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  industry  ?b  ?a  parent  ?b   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?b  board  ?a  ?a  founded_by  ?b   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  services  ?b  ?a  subsid  ?b   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?f  board  ?a  ?b  name  ?f   => ?a  founders  ?b	0.021276596	0.125	0.25	1	8	4	?b	0.0	0.0	0.0
?f  boards  ?a  ?b  name  ?f   => ?a  founders  ?b	0.021276596	0.071428571	0.2	1	14	5	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  name  ?f   => ?a  founders  ?b	0.425531915	1	1	20	20	20	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?b  name  ?f   => ?a  founders  ?b	0.255319149	0.413793103	0.75	12	29	16	?b	0.0	0.0	0.0
?a  key_person  ?f  ?b  name  ?f   => ?a  founders  ?b	0.127659574	0.1875	0.5	6	32	12	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  name  ?f   => ?a  founders  ?b	0.085106383	0.137931034	0.444444444	4	29	9	?b	0.0	0.0	0.0
?b  name  ?f  ?a  owning_company  ?f   => ?a  founders  ?b	0.042553191	0.25	0.666666667	2	8	3	?b	0.0	0.0	0.0
?b  name  ?f  ?a  owner  ?f   => ?a  founders  ?b	0.042553191	0.040816327	0.133333333	2	49	15	?b	0.0	0.0	0.0
?b  known_for  ?f  ?f  product  ?a   => ?a  founders  ?b	0.021276596	0.008849558	0.142857143	1	113	7	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  name  ?f   => ?a  founders  ?b	0.127659574	0.272727273	0.75	6	22	8	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.083333333	1	1	12	1	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.071428571	0.333333333	1	14	3	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  product  ?f   => ?a  founders  ?b	0.021276596	0.011627907	0.5	1	86	2	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  predecessor  ?f   => ?a  founders  ?b	0.021276596	0.090909091	0.5	1	11	2	?b	0.0	0.0	0.0
?b  birth_place  ?f  ?a  headquarters  ?f   => ?a  founders  ?b	0.063829787	0.1	0.3	3	30	10	?b	0.0	0.0	0.0
?b  birth_place  ?f  ?a  foundation_place  ?f   => ?a  founders  ?b	0.063829787	0.040540541	0.107142857	3	74	28	?b	0.0	0.0	0.0
?b  board  ?a  ?b  occupation  ?a   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  name  ?f  ?f  salary  ?a   => ?a  founders  ?b	0.021276596	0.090909091	0.2	1	11	5	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.1	0.2	1	10	5	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  services  ?f   => ?a  founders  ?b	0.021276596	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.1	0.2	1	10	5	?b	0.0	0.0	0.0
?f  known_for  ?a  ?b  name  ?f   => ?a  founders  ?b	0.127659574	0.115384615	0.222222222	6	52	27	?b	0.0	0.0	0.0
?f  display  ?a  ?b  occupation  ?f   => ?a  founders  ?b	0.042553191	0.060606061	1	2	33	2	?b	0.0	0.0	0.0
?a  name  ?f  ?b  occupation  ?f   => ?a  founders  ?b	0.106382979	0.263157895	0.833333333	5	19	6	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.0625	1	1	16	1	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  services  ?f   => ?a  founders  ?b	0.021276596	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  occupation  ?f   => ?a  founders  ?b	0.021276596	0.0625	0.2	1	16	5	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  subsidiary  ?f   => ?a  founders  ?b	0.021276596	0.142857143	1	1	7	1	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.090909091	0.2	1	11	5	?b	0.0	0.0	0.0
?a  name  ?f  ?b  title  ?f   => ?a  founders  ?b	0.021276596	0.058823529	0.5	1	17	2	?b	0.0	0.0	0.0
?a  display  ?f  ?b  occupation  ?f   => ?a  founders  ?b	0.042553191	0.060606061	1	2	33	2	?b	0.0	0.0	0.0
?f  name  ?a  ?b  occupation  ?f   => ?a  founders  ?b	0.042553191	0.020618557	0.222222222	2	97	9	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  occupation  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?a  products  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.021276596	0.066666667	0.1	1	15	10	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.085106383	0.153846154	0.307692308	4	26	13	?b	0.0	0.0	0.0
?b  spouse  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  spouse  ?f  ?a  traded_as  ?f   => ?a  founders  ?b	0.021276596	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  children  ?f  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.2	0.2	1	5	5	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.021276596	0.038461538	0.166666667	1	26	6	?b	0.0	0.0	0.0
?b  children  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.142857143	0.5	1	7	2	?b	0.0	0.0	0.0
?b  children  ?f  ?a  services  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  children  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?b  display  ?f  ?f  known_for  ?a   => ?a  founders  ?b	0.021276596	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?b  display  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.063829787	0.5	0.5	3	6	6	?b	0.0	0.0	0.0
?b  display  ?f  ?a  founded_by  ?f   => ?a  founders  ?b	0.042553191	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?b  display  ?f  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  corporate  ?f  ?a  products  ?f   => ?a  founders  ?b	0.042553191	0.5	0.666666667	2	4	3	?b	0.0	0.0	0.0
?a  corporate  ?f  ?b  corporate  ?f   => ?a  founders  ?b	0.042553191	0.125	0.166666667	2	16	12	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.042553191	0.125	0.333333333	2	16	6	?b	0.0	0.0	0.0
?a  key_person  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.021276596	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?a  products  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.021276596	0.066666667	0.2	1	15	5	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.021276596	0.2	1	1	5	1	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?b  relatives  ?f  ?a  services  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?b  relatives  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?b  commons  ?f  ?f  known_for  ?a   => ?a  founders  ?b	0.021276596	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?b  children  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.111111111	0.2	1	9	5	?b	0.0	0.0	0.0
?a  services  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.25	1	6	4	?b	0.0	0.0	0.0
?b  display  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.127659574	1	1	6	6	6	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?a  name  ?f  ?b  salary  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?f  display  ?a   => ?a  founders  ?b	0.021276596	0.083333333	1	1	12	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  display  ?f   => ?a  founders  ?b	0.021276596	0.083333333	1	1	12	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.066666667	0.2	1	15	5	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  services  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.2	1	1	5	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  name  ?f   => ?a  founders  ?b	0.021276596	0.125	0.333333333	1	8	3	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.058823529	0.2	1	17	5	?b	0.0	0.0	0.0
?b  education  ?f  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.1	0.2	1	10	5	?b	0.0	0.0	0.0
?b  education  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  education  ?f  ?a  services  ?f   => ?a  founders  ?b	0.021276596	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.127659574	1	1	6	6	6	?b	0.0	0.0	0.0
?b  education  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  education  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.1	0.2	1	10	5	?b	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?a  founding_year  ?f   => ?a  founders  ?b	0.021276596	0.25	1	1	4	1	?b	0.0	0.0	0.0
?a  width  ?f  ?b  width  ?f   => ?a  founders  ?b	0.021276596	0.014492754	0.333333333	1	69	3	?b	0.0	0.0	0.0
?b  death_place  ?f  ?a  location_city  ?f   => ?a  founders  ?b	0.021276596	0.111111111	0.142857143	1	9	7	?b	0.0	0.0	0.0
?b  death_place  ?f  ?a  foundation_place  ?f   => ?a  founders  ?b	0.021276596	0.166666667	0.2	1	6	5	?b	0.0	0.0	0.0
?b  board  ?f  ?f  display  ?a   => ?a  founders  ?b	0.021276596	0.125	1	1	8	1	?b	0.0	0.0	0.0
?b  board  ?f  ?a  display  ?f   => ?a  founders  ?b	0.021276596	0.125	1	1	8	1	?b	0.0	0.0	0.0
?b  board  ?f  ?a  name  ?f   => ?a  founders  ?b	0.021276596	0.083333333	0.333333333	1	12	3	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  name  ?b   => ?a  founders  ?b	0.425531915	0.64516129	1	20	31	20	?b	0.0	0.0	0.0
?f  display  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.127659574	1	1	6	6	6	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.127659574	1	1	6	6	6	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.063829787	0.5	0.5	3	6	6	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.085106383	0.078431373	0.666666667	4	51	6	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  founded_by  ?f   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.042553191	0.25	0.666666667	2	8	3	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  occupation  ?b   => ?a  founders  ?b	0.021276596	0.011363636	1	1	88	1	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.027777778	1	1	36	1	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.142857143	1	1	7	1	?b	0.0	0.0	0.0
?b  after  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.1	0.5	1	10	2	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  name  ?f   => ?a  founders  ?b	0.319148936	1	1	15	15	15	?b	0.0	0.0	0.0
?f  key_person  ?b  ?a  name  ?f   => ?a  founders  ?b	0.085106383	0.173913043	0.8	4	23	5	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  name  ?f   => ?a  founders  ?b	0.085106383	0.444444444	0.8	4	9	5	?b	0.0	0.0	0.0
?a  name  ?f  ?f  owning_company  ?b   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  name  ?f  ?f  owner  ?b   => ?a  founders  ?b	0.021276596	0.076923077	1	1	13	1	?b	0.0	0.0	0.0
?a  name  ?f  ?f  traded_as  ?b   => ?a  founders  ?b	0.021276596	0.111111111	1	1	9	1	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  name  ?b   => ?a  founders  ?b	0.255319149	0.255319149	0.75	12	47	16	?b	0.0	0.0	0.0
?f  display  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.042553191	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.042553191	0.032258065	0.333333333	2	62	6	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.042553191	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?f  education  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.111111111	1	1	9	1	?b	0.0	0.0	0.0
?f  education  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.021276596	0.058823529	0.333333333	1	17	3	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.021276596	0.071428571	0.333333333	1	14	3	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  occupation  ?b   => ?a  founders  ?b	0.021276596	0.006993007	0.5	1	143	2	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.021276596	0.02173913	1	1	46	1	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.021276596	0.055555556	0.25	1	18	4	?b	0.0	0.0	0.0
?a  key_people  ?f  ?f  name  ?b   => ?a  founders  ?b	0.085106383	0.088888889	0.444444444	4	45	9	?b	0.0	0.0	0.0
?f  display  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.063829787	0.5	0.5	3	6	6	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.063829787	0.5	0.5	3	6	6	?b	0.0	0.0	0.0
?f  before  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.142857143	0.333333333	1	7	3	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.015625	0.5	1	64	2	?b	0.0	0.0	0.0
?f  awards  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.2	1	1	5	1	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.021276596	0.038461538	0.25	1	26	4	?b	0.0	0.0	0.0
?a  key_person  ?f  ?f  name  ?b   => ?a  founders  ?b	0.127659574	0.12244898	0.5	6	49	12	?b	0.0	0.0	0.0
?b  after  ?f  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.083333333	0.5	1	12	2	?b	0.0	0.0	0.0
?f  children  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.021276596	0.055555556	0.5	1	18	2	?b	0.0	0.0	0.0
?a  key_person  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.021276596	0.066666667	0.25	1	15	4	?b	0.0	0.0	0.0
?a  key_person  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.021276596	0.015625	0.2	1	64	5	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.018867925	0.5	1	53	2	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.037037037	0.166666667	1	27	6	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?f  children  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.021276596	0.090909091	1	1	11	1	?b	0.0	0.0	0.0
?f  before  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.1	0.2	1	10	5	?b	0.0	0.0	0.0
?f  display  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.021276596	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?f  dimensions  ?b  ?a  product  ?f   => ?a  founders  ?b	0.021276596	0.002849003	0.5	1	351	2	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  products  ?f   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?f  audio  ?b  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.076923077	0.25	1	13	4	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  products  ?f   => ?a  founders  ?b	0.021276596	1	1	1	1	1	?b	0.0	0.0	0.0
?a  products  ?f  ?f  related  ?b   => ?a  founders  ?b	0.021276596	0.047619048	0.166666667	1	21	6	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  product  ?f   => ?a  founders  ?b	0.021276596	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?a  products  ?f  ?f  service  ?b   => ?a  founders  ?b	0.021276596	0.03125	0.25	1	32	4	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.063829787	0.3	0.3	3	10	10	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.042553191	0.222222222	0.5	2	9	4	?b	0.0	0.0	0.0
?f  key_person  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.071428571	1	1	14	1	?b	0.0	0.0	0.0
?f  dimensions  ?b  ?a  products  ?f   => ?a  founders  ?b	0.021276596	0.008264463	1	1	121	1	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  product  ?f   => ?a  founders  ?b	0.042553191	1	1	2	2	2	?b	0.0	0.0	0.0
?f  industry  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.021276596	0.083333333	1	1	12	1	?b	0.0	0.0	0.0
