Loading files... 
  Starting company_founder_full.tsv
  Finished company_founder_full.tsv, still running: 0
Loaded 12776 facts in 0.19 s using -66 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?f  before  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.25	0.25	0.333333333	1	4	3	?b	0.0	0.0	0.0
?a  key_people  ?f  ?f  name  ?b   => ?a  founders  ?b	0.25	0.2	0.5	1	5	2	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  name  ?f   => ?a  founders  ?b	0.5	1	1	2	2	2	?b	0.0	0.0	0.0
?f  before  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.25	0.2	0.2	1	5	5	?b	0.0	0.0	0.0
?a  display  ?f  ?f  founded_by  ?b   => ?a  founders  ?b	0.5	1	1	2	2	2	?b	0.0	0.0	0.0
?a  display  ?f  ?f  founders  ?b   => ?a  founders  ?b	0.5	1	1	2	2	2	?b	0.0	0.0	0.0
?a  display  ?f  ?f  key_people  ?b   => ?a  founders  ?b	0.25	0.25	1	1	4	1	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  name  ?b   => ?a  founders  ?b	0.5	0.5	0.666666667	2	4	3	?b	0.0	0.0	0.0
?e  display  ?a  ?e  founders  ?b   => ?a  founders  ?b	0.5	1	1	2	2	2	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  name  ?a   => ?a  founders  ?b	0.5	0.5	0.5	2	4	4	?b	0.0	0.0	0.0
?e  display  ?a  ?e  founded_by  ?b   => ?a  founders  ?b	0.5	1	1	2	2	2	?b	0.0	0.0	0.0
?e  occupation  ?a  ?e  spouse  ?b   => ?a  founders  ?b	0.5	0.052631579	0.133333333	2	38	15	?b	0.0	0.0	0.0
?e  board  ?a  ?e  name  ?b   => ?a  founders  ?b	0.25	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?e  name  ?b  ?e  occupation  ?a   => ?a  founders  ?b	1	0.117647059	0.2	4	34	20	?b	0.0	0.0	0.0
?e  boards  ?a  ?e  name  ?b   => ?a  founders  ?b	0.25	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?e  before  ?b  ?e  occupation  ?a   => ?a  founders  ?b	0.25	0.111111111	0.166666667	1	9	6	?b	0.0	0.0	0.0
?e  display  ?a  ?e  key_people  ?b   => ?a  founders  ?b	0.25	0.25	1	1	4	1	?b	0.0	0.0	0.0
?e  designer  ?b  ?e  developer  ?a   => ?a  founders  ?b	0.25	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  name  ?f  ?f  occupation  ?a   => ?a  founder  ?b	0.25	0.027027027	1	1	37	1	?a	0.0	0.0	0.0
?a  key_person  ?f  ?b  name  ?f   => ?a  founder  ?b	0.25	0.333333333	1	1	3	1	?a	0.0	0.0	0.0
?a  key_people  ?f  ?b  name  ?f   => ?a  founder  ?b	0.25	0.2	1	1	5	1	?a	0.0	0.0	0.0
?a  founded_by  ?f  ?b  name  ?f   => ?a  founder  ?b	0.25	0.333333333	1	1	3	1	?a	0.0	0.0	0.0
?a  founder  ?f  ?b  name  ?f   => ?a  founder  ?b	0.25	1	1	1	1	1	?a	0.0	0.0	0.0
?b  display  ?f  ?a  founded_by  ?f   => ?a  founder  ?b	0.25	1	1	1	1	1	?a	0.0	0.0	0.0
?b  display  ?f  ?a  founder  ?f   => ?a  founder  ?b	0.25	1	1	1	1	1	?a	0.0	0.0	0.0
?b  birth_place  ?f  ?a  location_city  ?f   => ?a  founder  ?b	0.25	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?f  display  ?b  ?a  founder  ?f   => ?a  founder  ?b	0.25	1	1	1	1	1	?a	0.0	0.0	0.0
?a  founder  ?f  ?f  name  ?b   => ?a  founder  ?b	0.25	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?f  display  ?b  ?a  founded_by  ?f   => ?a  founder  ?b	0.25	1	1	1	1	1	?a	0.0	0.0	0.0
?a  founded_by  ?f  ?f  name  ?b   => ?a  founder  ?b	0.25	0.25	0.5	1	4	2	?a	0.0	0.0	0.0
?a  key_people  ?f  ?f  name  ?b   => ?a  founder  ?b	0.25	0.2	1	1	5	1	?a	0.0	0.0	0.0
?a  key_person  ?f  ?f  name  ?b   => ?a  founder  ?b	0.25	0.5	1	1	2	1	?a	0.0	0.0	0.0
?f  founded_by  ?b  ?a  name  ?f   => ?a  founder  ?b	0.25	1	1	1	1	1	?a	0.0	0.0	0.0
?f  founder  ?b  ?a  name  ?f   => ?a  founder  ?b	0.25	1	1	1	1	1	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?e  name  ?a   => ?a  founder  ?b	0.25	0.2	1	1	5	1	?a	0.0	0.0	0.0
?e  founder  ?b  ?e  name  ?a   => ?a  founder  ?b	0.25	0.333333333	1	1	3	1	?a	0.0	0.0	0.0
?e  name  ?b  ?e  occupation  ?a   => ?a  founder  ?b	0.25	0.029411765	1	1	34	1	?a	0.0	0.0	0.0
?b  board  ?a  ?b  boards  ?a  ?a  founders  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?a  key_person  ?h  ?h  occupation  ?a   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  location_city  ?h  ?h  owner  ?a   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  num_employees  ?h  ?a  number_of_employees  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  revenue  ?h  ?a  revenue_($)  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  key_people  ?h  ?a  key_person  ?h   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?a  ?h  display  ?a  ?a  display  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  display  ?h  ?h  key_people  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?a  display  ?h  ?b  occupation  ?h   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?b  boards  ?h  ?a  display  ?h   => ?a  founded_by  ?b	0.2	0.166666667	0.166666667	1	6	6	?a	0.0	0.0	0.0
?b  birth_place  ?h  ?b  board  ?a  ?a  foundation_place  ?h   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?a  foundation  ?h  ?a  foundation_place  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  parent  ?a  ?a  product  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  parent_company  ?a  ?a  product  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  developer  ?a  ?a  product  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  developer  ?a  ?a  products  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  product  ?h  ?a  products  ?h   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?a  ?h  parent  ?a  ?a  products  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  parent_company  ?a  ?a  products  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  products  ?h  ?a  services  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  subsid  ?h  ?a  subsidiary  ?h   => ?a  founded_by  ?b	0.2	0.125	0.125	1	8	8	?a	0.0	0.0	0.0
?b  board  ?a  ?a  key_people  ?h  ?h  occupation  ?a   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  board  ?a  ?a  key_people  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  boards  ?a  ?a  key_people  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?h  before  ?b  ?b  board  ?a  ?a  key_people  ?h   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?a  key_people  ?h  ?h  name  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?h  employer  ?a  ?a  key_people  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  founders  ?h  ?a  key_people  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  key_people  ?h  ?b  name  ?h   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?a  founded_by  ?h  ?a  key_people  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  birth_place  ?h  ?b  board  ?a  ?a  foundation  ?h   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?h  developer  ?a  ?a  services  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  owner  ?a  ?a  services  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  service  ?h  ?a  services  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?h  author  ?a  ?b  board  ?a  ?a  services  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  board  ?a  ?a  founders  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  boards  ?a  ?a  founders  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  founders  ?h  ?h  occupation  ?a   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  founded_by  ?h  ?a  founders  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  founded_by  ?h  ?h  occupation  ?a   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?a  founded_by  ?h  ?h  name  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?h  boards  ?a  ?a  founded_by  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  children  ?b  ?b  parent  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?b  parent  ?h  ?b  parents  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?h  child  ?b  ?b  parent  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?h  developer  ?a  ?a  service  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  owner  ?a  ?a  service  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?h  author  ?a  ?b  board  ?a  ?a  service  ?h   => ?a  founded_by  ?b	0.2	0.142857143	0.142857143	1	7	7	?a	0.0	0.0	0.0
?b  board  ?a  ?h  children  ?b  ?b  parents  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?h  display  ?a  ?b  occupation  ?h   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?b  board  ?a  ?h  child  ?b  ?b  parents  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?h  founders  ?b  ?b  occupation  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?h  key_person  ?b  ?b  occupation  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?h  key_people  ?b  ?b  occupation  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?h  founded_by  ?b  ?b  occupation  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?b  occupation  ?h  ?h  owning_company  ?b   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?b  occupation  ?h  ?h  owner  ?b   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?h  founder  ?b  ?b  occupation  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?b  board  ?h  ?b  occupation  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?b  board  ?a  ?h  spouse  ?b  ?b  spouse  ?h   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
