Loading files... 
  Starting company_founder_founders_unique_all.tsv
  Finished company_founder_founders_unique_all.tsv, still running: 0
Loaded 285187 facts in 1.36 s using 129 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  key_people  ?b  ?b  occupation  ?a   => ?a  founders  ?b	0.022222222	0.142857143	0.5	2	14	4	?b	0.0	0.0	0.0
?b  occupation  ?a  ?a  owning_company  ?b   => ?a  founders  ?b	0.011111111	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  occupation  ?a  ?a  owner  ?b   => ?a  founders  ?b	0.011111111	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  board  ?a  ?b  occupation  ?a   => ?a  founders  ?b	0.011111111	0.2	0.5	1	5	2	?b	0.0	0.0	0.0
?b  boards  ?a  ?b  occupation  ?a   => ?a  founders  ?b	0.011111111	0.2	0.5	1	5	2	?b	0.0	0.0	0.0
?a  key_person  ?b  ?b  salary  ?a   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?b  salary  ?a   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  owner  ?b  ?b  salary  ?a   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  owning_company  ?b  ?b  salary  ?a   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?b  board  ?a  ?a  key_people  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?b  board  ?a  ?a  founded_by  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?b  known_for  ?a  ?b  occupation  ?a   => ?a  founders  ?b	0.011111111	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  boards  ?a  ?a  key_people  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  owner  ?b  ?a  owning_company  ?b   => ?a  founders  ?b	0.022222222	0.01183432	0.142857143	2	169	14	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?a  owner  ?b   => ?a  founders  ?b	0.022222222	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  key_person  ?b  ?a  owning_company  ?b   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?a  key_person  ?b  ?a  owner  ?b   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?b  boards  ?a  ?a  founded_by  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?a  owning_company  ?b   => ?a  founders  ?b	0.022222222	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  products  ?b  ?a  subsid  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  key_people  ?b  ?a  subsid  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  key_people  ?b  ?a  services  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?a  key_people  ?b   => ?a  founders  ?b	0.022222222	0.285714286	0.5	2	7	4	?b	0.0	0.0	0.0
?a  key_people  ?b  ?a  products  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?f  display  ?a  ?b  occupation  ?f   => ?a  founders  ?b	0.022222222	0.105263158	1	2	19	2	?b	0.0	0.0	0.0
?f  associated_schools  ?a  ?b  occupation  ?f   => ?a  founders  ?b	0.011111111	0.5	1	1	2	1	?b	0.0	0.0	0.0
?a  display  ?f  ?b  occupation  ?f   => ?a  founders  ?b	0.022222222	0.105263158	1	2	19	2	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.03125	0.25	1	32	4	?b	0.0	0.0	0.0
?a  services  ?b  ?a  subsid  ?b   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?a  key_person  ?b   => ?a  founders  ?b	0.055555556	0.277777778	0.5	5	18	10	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  services  ?f   => ?a  founders  ?b	0.011111111	0.071428571	0.25	1	14	4	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  occupation  ?f   => ?a  founders  ?b	0.011111111	0.043478261	0.142857143	1	23	7	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  occupation  ?f   => ?a  founders  ?b	0.011111111	0.034482759	0.166666667	1	29	6	?b	0.0	0.0	0.0
?a  associated_schools  ?f  ?b  occupation  ?f   => ?a  founders  ?b	0.011111111	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  products  ?f   => ?a  founders  ?b	0.011111111	0.0625	0.25	1	16	4	?b	0.0	0.0	0.0
?f  former_groups  ?a  ?b  spouse  ?f   => ?a  founders  ?b	0.011111111	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.044444444	0.068965517	0.444444444	4	58	9	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.011111111	0.020833333	0.111111111	1	48	9	?b	0.0	0.0	0.0
?a  services  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.011111111	0.071428571	0.25	1	14	4	?b	0.0	0.0	0.0
?b  spouse  ?f  ?a  traded_as  ?f   => ?a  founders  ?b	0.011111111	0.142857143	0.5	1	7	2	?b	0.0	0.0	0.0
?a  products  ?f  ?b  spouse  ?f   => ?a  founders  ?b	0.011111111	0.071428571	0.25	1	14	4	?b	0.0	0.0	0.0
?b  spouse  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.142857143	0.5	1	7	2	?b	0.0	0.0	0.0
?b  children  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.011111111	0.055555556	0.166666667	1	18	6	?b	0.0	0.0	0.0
?b  children  ?f  ?a  products  ?f   => ?a  founders  ?b	0.011111111	0.166666667	0.25	1	6	4	?b	0.0	0.0	0.0
?b  children  ?f  ?a  services  ?f   => ?a  founders  ?b	0.011111111	0.166666667	0.25	1	6	4	?b	0.0	0.0	0.0
?b  children  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  birth_place  ?f  ?a  foundation_place  ?f   => ?a  founders  ?b	0.044444444	0.000439705	0.4	4	9097	10	?b	0.0	0.0	0.0
?b  children  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.011111111	0.043478261	0.166666667	1	23	6	?b	0.0	0.0	0.0
?b  birth_place  ?f  ?a  foundation  ?f   => ?a  founders  ?b	0.011111111	0.000396983	0.142857143	1	2519	7	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  products  ?f   => ?a  founders  ?b	0.011111111	0.125	0.5	1	8	2	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.011111111	0.083333333	0.333333333	1	12	3	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  services  ?f   => ?a  founders  ?b	0.011111111	0.125	0.5	1	8	2	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.125	1	1	8	1	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.011111111	0.083333333	0.333333333	1	12	3	?b	0.0	0.0	0.0
?a  foundation_place  ?f  ?b  residence  ?f   => ?a  founders  ?b	0.011111111	0.00117096	0.142857143	1	854	7	?b	0.0	0.0	0.0
?a  location_city  ?f  ?b  residence  ?f   => ?a  founders  ?b	0.033333333	0.001667593	0.1	3	1799	30	?b	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?a  founding_year  ?f   => ?a  founders  ?b	0.011111111	0.015625	0.166666667	1	64	6	?b	0.0	0.0	0.0
?b  death_place  ?f  ?a  foundation_place  ?f   => ?a  founders  ?b	0.011111111	0.00019857	0.111111111	1	5036	9	?b	0.0	0.0	0.0
?b  death_place  ?f  ?a  venue  ?f   => ?a  founders  ?b	0.011111111	0.083333333	0.5	1	12	2	?b	0.0	0.0	0.0
?b  education  ?f  ?a  products  ?f   => ?a  founders  ?b	0.011111111	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  education  ?f  ?a  services  ?f   => ?a  founders  ?b	0.011111111	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  education  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  education  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.011111111	0.333333333	0.333333333	1	3	3	?b	0.0	0.0	0.0
?b  corporate  ?f  ?a  products  ?f   => ?a  founders  ?b	0.044444444	0.333333333	0.4	4	12	10	?b	0.0	0.0	0.0
?a  corporate  ?f  ?b  corporate  ?f   => ?a  founders  ?b	0.044444444	0.111111111	0.133333333	4	36	30	?b	0.0	0.0	0.0
?b  education  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.011111111	0.333333333	0.333333333	1	3	3	?b	0.0	0.0	0.0
?b  alias  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.055555556	1	1	5	5	5	?b	0.0	0.0	0.0
?b  commons  ?f  ?f  known_for  ?a   => ?a  founders  ?b	0.011111111	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.077777778	1	1	7	7	7	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.033333333	0.75	0.75	3	4	4	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  founded_by  ?f   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?b  known_for  ?f  ?f  music_festival_name  ?a   => ?a  founders  ?b	0.011111111	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  music_festival_name  ?f   => ?a  founders  ?b	0.055555556	0.714285714	0.714285714	5	7	7	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.066666667	0.5	1	15	2	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  predecessor  ?f   => ?a  founders  ?b	0.011111111	0.029411765	1	1	34	1	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  key_person  ?f   => ?a  founders  ?b	0.011111111	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  display  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.066666667	1	1	6	6	6	?b	0.0	0.0	0.0
?b  display  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.033333333	1	1	3	3	3	?b	0.0	0.0	0.0
?b  display  ?f  ?a  founded_by  ?f   => ?a  founders  ?b	0.022222222	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?b  display  ?f  ?a  key_person  ?f   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.033333333	0.166666667	0.6	3	18	5	?b	0.0	0.0	0.0
?a  products  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.011111111	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.011111111	0.043478261	0.25	1	23	4	?b	0.0	0.0	0.0
?b  relatives  ?f  ?a  services  ?f   => ?a  founders  ?b	0.011111111	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?b  relatives  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?b  relatives  ?f   => ?a  founders  ?b	0.011111111	0.125	1	1	8	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?f  display  ?a   => ?a  founders  ?b	0.011111111	0.125	1	1	8	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.111111111	1	1	9	1	?b	0.0	0.0	0.0
?b  display  ?f  ?f  known_for  ?a   => ?a  founders  ?b	0.011111111	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.011111111	0.166666667	0.333333333	1	6	3	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  services  ?f   => ?a  founders  ?b	0.011111111	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.011111111	0.125	0.333333333	1	8	3	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  display  ?f   => ?a  founders  ?b	0.011111111	0.125	1	1	8	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  products  ?f   => ?a  founders  ?b	0.011111111	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  citizenship  ?f  ?a  location_country  ?f   => ?a  founders  ?b	0.022222222	0.025316456	0.142857143	2	79	14	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  relative  ?f   => ?a  founders  ?b	0.022222222	0.25	1	2	8	2	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?b  relative  ?f   => ?a  founders  ?b	0.011111111	0.111111111	0.5	1	9	2	?b	0.0	0.0	0.0
?a  parent  ?f  ?b  parent  ?f   => ?a  founders  ?b	0.011111111	0.000101225	0.1	1	9879	10	?b	0.0	0.0	0.0
?b  board  ?f  ?a  display  ?f   => ?a  founders  ?b	0.011111111	0.142857143	1	1	7	1	?b	0.0	0.0	0.0
?b  board  ?f  ?f  display  ?a   => ?a  founders  ?b	0.011111111	0.142857143	1	1	7	1	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  record_label  ?f   => ?a  founders  ?b	0.011111111	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  family  ?f  ?a  key_person  ?f   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?b  family  ?f  ?a  founders  ?f   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?b  after  ?f  ?a  key_person  ?f   => ?a  founders  ?b	0.011111111	0.0625	0.5	1	16	2	?b	0.0	0.0	0.0
?b  after  ?f  ?a  key_people  ?f   => ?a  founders  ?b	0.011111111	0.052631579	0.5	1	19	2	?b	0.0	0.0	0.0
?a  location_city  ?f  ?b  location_city  ?f   => ?a  founders  ?b	0.011111111	0.000766284	0.142857143	1	1305	7	?b	0.0	0.0	0.0
?f  display  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.033333333	1	1	3	3	3	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.033333333	0.6	0.75	3	5	4	?b	0.0	0.0	0.0
?f  before  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.011111111	0.142857143	0.333333333	1	7	3	?b	0.0	0.0	0.0
?f  awards  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.011111111	0.2	1	1	5	1	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.011111111	0.01754386	0.5	1	57	2	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  label  ?f   => ?a  founders  ?b	0.011111111	0.025	1	1	40	1	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  key_people  ?f   => ?a  founders  ?b	0.011111111	0.071428571	0.5	1	14	2	?b	0.0	0.0	0.0
?f  family  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.022222222	0.333333333	1	2	6	2	?b	0.0	0.0	0.0
?f  before  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.011111111	0.125	0.2	1	8	5	?b	0.0	0.0	0.0
?f  display  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.011111111	0.020408163	0.5	1	49	2	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.011111111	0.071428571	0.333333333	1	14	3	?b	0.0	0.0	0.0
?a  key_person  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.011111111	0.007246377	0.2	1	138	5	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  key_person  ?f   => ?a  founders  ?b	0.011111111	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.077777778	0.875	1	7	8	7	?b	0.0	0.0	0.0
?f  display  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.066666667	1	1	6	6	6	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.077777778	0.538461538	1	7	13	7	?b	0.0	0.0	0.0
?f  alias  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.055555556	0.2	1	5	25	5	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  relative  ?b   => ?a  founders  ?b	0.044444444	0.4	1	4	10	4	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.044444444	0.03125	0.571428571	4	128	7	?b	0.0	0.0	0.0
?f  family  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.022222222	0.333333333	1	2	6	2	?b	0.0	0.0	0.0
?f  children  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.011111111	0.023255814	0.5	1	43	2	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  record_label  ?b   => ?a  founders  ?b	0.011111111	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  label  ?b   => ?a  founders  ?b	0.011111111	0.2	1	1	5	1	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  occupation  ?b   => ?a  founders  ?b	0.011111111	0.006535948	0.333333333	1	153	3	?b	0.0	0.0	0.0
?f  education  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.011111111	0.05	1	1	20	1	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.011111111	0.022727273	0.5	1	44	2	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  founders  ?f   => ?a  founders  ?b	0.011111111	0.023809524	1	1	42	1	?b	0.0	0.0	0.0
?f  dimensions  ?b  ?a  product  ?f   => ?a  founders  ?b	0.011111111	0.002849003	0.5	1	351	2	?b	0.0	0.0	0.0
?f  dimensions  ?b  ?a  products  ?f   => ?a  founders  ?b	0.011111111	0.008264463	1	1	121	1	?b	0.0	0.0	0.0
?a  products  ?f  ?f  related  ?b   => ?a  founders  ?b	0.011111111	0.05	0.166666667	1	20	6	?b	0.0	0.0	0.0
?a  products  ?f  ?f  service  ?b   => ?a  founders  ?b	0.011111111	0.03125	0.25	1	32	4	?b	0.0	0.0	0.0
?f  audio  ?b  ?a  products  ?f   => ?a  founders  ?b	0.011111111	0.076923077	0.25	1	13	4	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.022222222	0.25	0.5	2	8	4	?b	0.0	0.0	0.0
?f  key_person  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.1	0.2	1	10	5	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.022222222	0.222222222	0.222222222	2	9	9	?b	0.0	0.0	0.0
?f  key_people  ?b  ?a  subsid  ?f   => ?a  founders  ?b	0.011111111	0.043478261	0.166666667	1	23	6	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  relatives  ?b   => ?a  founders  ?b	0.044444444	0.235294118	0.8	4	17	5	?b	0.0	0.0	0.0
?f  display  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.022222222	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.022222222	0.017391304	0.4	2	115	5	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.022222222	0.5	1	2	4	2	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  relative  ?b   => ?a  founders  ?b	0.022222222	0.4	1	2	5	2	?b	0.0	0.0	0.0
?f  education  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.011111111	0.03125	0.5	1	32	2	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  occupation  ?b   => ?a  founders  ?b	0.011111111	0.006622517	0.5	1	151	2	?b	0.0	0.0	0.0
?f  children  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.011111111	0.022727273	0.333333333	1	44	3	?b	0.0	0.0	0.0
?f  boards  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.011111111	0.1	0.5	1	10	2	?b	0.0	0.0	0.0
?f  alma_mater  ?b  ?a  founded_by  ?f   => ?a  founders  ?b	0.011111111	0.03030303	1	1	33	1	?b	0.0	0.0	0.0
?f  founder  ?b  ?a  owner  ?f   => ?a  founders  ?b	0.033333333	0.036585366	0.2	3	82	15	?b	0.0	0.0	0.0
?a  owner  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.011111111	0.037037037	0.2	1	27	5	?b	0.0	0.0	0.0
?a  owning_company  ?f  ?f  spouse  ?b   => ?a  founders  ?b	0.011111111	0.066666667	0.25	1	15	4	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  music_festival_name  ?f   => ?a  founders  ?b	0.122222222	0.846153846	0.846153846	11	13	13	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.033333333	0.75	1	3	4	3	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.022222222	0.333333333	0.333333333	2	6	6	?b	0.0	0.0	0.0
?f  key_person  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.011111111	0.111111111	1	1	9	1	?b	0.0	0.0	0.0
?f  founder  ?b  ?a  predecessor  ?f   => ?a  founders  ?b	0.011111111	0.5	1	1	2	1	?b	0.0	0.0	0.0
?a  display  ?f  ?f  founded_by  ?b   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?a  display  ?f  ?f  founders  ?b   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?a  display  ?f  ?f  key_people  ?b   => ?a  founders  ?b	0.011111111	0.25	1	1	4	1	?b	0.0	0.0	0.0
?a  associated_schools  ?f  ?f  founders  ?b   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?a  associated_schools  ?f  ?f  founding_choreographers  ?b   => ?a  founders  ?b	0.011111111	0.5	1	1	2	1	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  long_name  ?f   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  trading_name  ?f   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  trading_name  ?f   => ?a  founders  ?b	0.011111111	1	1	1	1	1	?b	0.0	0.0	0.0
?f  founder  ?b  ?a  owning_company  ?f   => ?a  founders  ?b	0.022222222	0.041666667	0.25	2	48	8	?b	0.0	0.0	0.0
?f  Artist  ?b  ?a  last_tour  ?f   => ?a  founders  ?b	0.011111111	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  music_festival_name  ?a   => ?a  founders  ?b	0.033333333	1	1	3	3	3	?b	0.0	0.0	0.0
?e  associated_schools  ?a  ?e  founders  ?b   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  trading_name  ?a   => ?a  founders  ?b	0.022222222	1	1	2	2	2	?b	0.0	0.0	0.0
