1,Montgomery is the capital of Alabama.,"[""capital('Alabama_in_the_American_Civil_War', 'Montgomery,_Alabama') 1.0"", ""capital('Montgomery_metropolitan_area', 'Montgomery,_Alabama') 0.598687660112"", ""capital('Montgomery_County,_Alabama', 'Montgomery,_Alabama') 0.598687660112""]","['largestCity(""Montgomery_County,_Alabama"",""Montgomery,_Alabama"")', 'capital(""Alabama_in_the_American_Civil_War"",""Montgomery,_Alabama"")', 'largestCity(""Montgomery_metropolitan_area"",""Montgomery,_Alabama"")', 'capital(""Montgomery_County,_Alabama"",""Montgomery,_Alabama"")', 'capital(""Montgomery_metropolitan_area"",""Montgomery,_Alabama"")']","[""capital('Alabama_in_the_American_Civil_War', 'Montgomery,_Alabama') 1.0"", ""capital('Montgomery_metropolitan_area', 'Montgomery,_Alabama') 1.0"", ""capital('Montgomery_County,_Alabama', 'Montgomery,_Alabama') 1.0""]","[""capital('Alabama', 'Birmingham,_Alabama') 0.598687660112"", ""capital('Alabama_in_the_American_Civil_War', 'Montgomery,_Alabama') 1.0"", ""capital('Montgomery_metropolitan_area', 'Montgomery,_Alabama') 0.598687660112"", ""capital('Montgomery_County,_Alabama', 'Montgomery,_Alabama') 0.598687660112""]","['largestCity(""Montgomery_County,_Alabama"",""Montgomery,_Alabama"")', 'capital(""Alabama_in_the_American_Civil_War"",""Montgomery,_Alabama"")', 'largestCity(""Montgomery_metropolitan_area"",""Montgomery,_Alabama"")', 'largestCity(""Alabama"",""Birmingham,_Alabama"")', 'capital(""Montgomery_County,_Alabama"",""Montgomery,_Alabama"")', 'capital(""Montgomery_metropolitan_area"",""Montgomery,_Alabama"")', 'capital(""Alabama"",""Birmingham,_Alabama"")']","[""capital('Alabama', 'Birmingham,_Alabama') 1.0"", ""capital('Alabama_in_the_American_Civil_War', 'Montgomery,_Alabama') 1.0"", ""capital('Montgomery_metropolitan_area', 'Montgomery,_Alabama') 1.0"", ""capital('Montgomery_County,_Alabama', 'Montgomery,_Alabama') 1.0""]"
12,Sacramento is the capital of California.,[],"['municipality(""Jibboom_Street_Bridge"",""Sacramento,_California"")', 'municipality(""Fair_Oaks_Bridge"",""Sacramento,_California"")', 'municipality(""I_Street_Bridge"",""Sacramento,_California"")']",[],"[""capital('Government_of_Free_Vietnam', 'California') 1.0"", ""capital('California', 'Los_Angeles') 0.598687660112""]","['municipality(""Jibboom_Street_Bridge"",""Sacramento,_California"")', 'municipality(""Fair_Oaks_Bridge"",""Sacramento,_California"")', 'municipality(""I_Street_Bridge"",""Sacramento,_California"")', 'largestCity(""California"",""Los_Angeles"")', 'capital(""Government_of_Free_Vietnam"",""California"")', 'district(""Applegate_River"",""California"")', 'capital(""California"",""Los_Angeles"")']","[""capital('Government_of_Free_Vietnam', 'California') 1.0"", ""capital('California', 'Los_Angeles') 1.0""]"
13,Little Rock is the capital of Arkansas.,"[""capital('Pulaski_County,_Arkansas', 'Little_Rock,_Arkansas') 0.598687660112""]","['largestCity(""Pulaski_County,_Arkansas"",""Little_Rock,_Arkansas"")', 'capital(""Pulaski_County,_Arkansas"",""Little_Rock,_Arkansas"")']","[""capital('Pulaski_County,_Arkansas', 'Little_Rock,_Arkansas') 1.0""]","[""capital('Pulaski_County,_Arkansas', 'Little_Rock,_Arkansas') 0.598687660112""]","['largestCity(""Pulaski_County,_Arkansas"",""Little_Rock,_Arkansas"")', 'capital(""Pulaski_County,_Arkansas"",""Little_Rock,_Arkansas"")']","[""capital('Pulaski_County,_Arkansas', 'Little_Rock,_Arkansas') 1.0""]"
14,Hartford is the capital of Connecticut.,"[""capital('Connecticut_Colony', 'Hartford,_Connecticut') 1.0"", ""capital('Hartford,_Connecticut', 'Hartford,_Connecticut') 0.645656306226""]","['capital(""Connecticut_Colony"",""Hartford,_Connecticut"")', 'premierePlace(""Edward_Albee\'s_At_Home_at_the_Zoo"",""Hartford,_Connecticut"")', 'premierePlace(""Water_by_the_Spoonful"",""Hartford,_Connecticut"")', 'capital(""Hartford,_Connecticut"",""Hartford,_Connecticut"")']","[""capital('Connecticut_Colony', 'Hartford,_Connecticut') 1.0"", ""capital('Hartford,_Connecticut', 'Hartford,_Connecticut') 1.0""]","[""capital('Connecticut_Colony', 'Hartford,_Connecticut') 1.0"", ""capital('Hartford,_Connecticut', 'Hartford,_Connecticut') 0.645656306226"", ""capital('Connecticut', 'Bridgeport,_Connecticut') 0.598687660112""]","['capital(""Connecticut_Colony"",""Hartford,_Connecticut"")', 'premierePlace(""Edward_Albee\'s_At_Home_at_the_Zoo"",""Hartford,_Connecticut"")', 'premierePlace(""Water_by_the_Spoonful"",""Hartford,_Connecticut"")', 'largestCity(""Connecticut"",""Bridgeport,_Connecticut"")', 'district(""Noyes_Barber"",""Connecticut"")', 'capital(""Connecticut"",""Bridgeport,_Connecticut"")', 'capital(""Hartford,_Connecticut"",""Hartford,_Connecticut"")']","[""capital('Connecticut_Colony', 'Hartford,_Connecticut') 1.0"", ""capital('Hartford,_Connecticut', 'Hartford,_Connecticut') 1.0"", ""capital('Connecticut', 'Bridgeport,_Connecticut') 1.0""]"
15,Tucson is the capital of Arizona.,"[""capital('Arizona_Territory', 'Tucson,_Arizona') 1.0"", ""capital('Pima_County,_Arizona', 'Tucson,_Arizona') 0.598687660112""]","['capital(""Arizona_Territory"",""Tucson,_Arizona"")', 'district(""Tumamoc_Hill"",""Tucson,_Arizona"")', 'district(""Huerfano_Butte_(Arizona)"",""Tucson,_Arizona"")', 'largestCity(""Pima_County,_Arizona"",""Tucson,_Arizona"")', 'district(""Sierrita_Mountains"",""Tucson,_Arizona"")', 'district(""Santa_Rita_Mountains"",""Tucson,_Arizona"")', 'capital(""Pima_County,_Arizona"",""Tucson,_Arizona"")']","[""capital('Arizona_Territory', 'Tucson,_Arizona') 1.0"", ""capital('Pima_County,_Arizona', 'Tucson,_Arizona') 1.0""]","[""capital('Arizona', 'Capital_city') 0.598687660112"", ""capital('Arizona_Territory', 'Tucson,_Arizona') 1.0"", ""capital('Pima_County,_Arizona', 'Tucson,_Arizona') 0.598687660112"", ""capital('Arizona', 'Phoenix,_Arizona') 1.0""]","['capital(""Arizona_Territory"",""Tucson,_Arizona"")', 'district(""Tumamoc_Hill"",""Tucson,_Arizona"")', 'district(""Huerfano_Butte_(Arizona)"",""Tucson,_Arizona"")', 'largestCity(""Pima_County,_Arizona"",""Tucson,_Arizona"")', 'district(""Sierrita_Mountains"",""Tucson,_Arizona"")', 'district(""Santa_Rita_Mountains"",""Tucson,_Arizona"")', 'capital(""Arizona"",""Phoenix,_Arizona"")', 'largestCity(""Arizona"",""Capital_city"")', 'district(""Coyote_Mountains_Wilderness_(Arizona)"",""Arizona"")', 'capital(""Pima_County,_Arizona"",""Tucson,_Arizona"")', 'capital(""Arizona"",""Capital_city"")']","[""capital('Arizona', 'Capital_city') 1.0"", ""capital('Arizona_Territory', 'Tucson,_Arizona') 1.0"", ""capital('Pima_County,_Arizona', 'Tucson,_Arizona') 1.0"", ""capital('Arizona', 'Phoenix,_Arizona') 1.0""]"
16,Denver is the capital of Arizona.,[],[],[],"[""capital('Colorado', 'Denver') 1.0"", ""capital('Colorado_Territory', 'Denver') 1.0"", ""capital('Arizona', 'Phoenix,_Arizona') 1.0"", ""capital('Arizona', 'Capital_city') 0.598687660112"", ""capital('Denver', 'Denver') 0.645656306226""]","['capital(""Colorado"",""Denver"")', 'capital(""Colorado_Territory"",""Denver"")', 'premierePlace(""The_Laramie_Project"",""Denver"")', 'premierePlace(""The_Dead_Guy"",""Denver"")', 'capital(""Arizona"",""Phoenix,_Arizona"")', 'largestCity(""Arizona"",""Capital_city"")', 'district(""Coyote_Mountains_Wilderness_(Arizona)"",""Arizona"")', 'capital(""Arizona"",""Capital_city"")', 'capital(""Denver"",""Denver"")']","[""capital('Colorado', 'Denver') 1.0"", ""capital('Colorado_Territory', 'Denver') 1.0"", ""capital('Arizona', 'Phoenix,_Arizona') 1.0"", ""capital('Arizona', 'Capital_city') 1.0"", ""capital('Denver', 'Denver') 1.0""]"
17,Montgomery is the capital of Texas.,[],[],[],"[""capital('Texas', 'Houston') 0.598687660112"", ""capital('Montgomery_County,_Alabama', 'Montgomery,_Alabama') 0.598687660112"", ""capital('Alabama', 'Montgomery,_Alabama') 1.0"", ""capital('Alabama_in_the_American_Civil_War', 'Montgomery,_Alabama') 1.0"", ""capital('Montgomery_metropolitan_area', 'Montgomery,_Alabama') 0.598687660112"", ""capital('Government_of_Free_Vietnam', 'Texas') 1.0"", ""capital('Texas', 'Texas') 0.574442516812"", ""capital('Texas', 'Austin,_Texas') 1.0""]","['capital(""Alabama"",""Montgomery,_Alabama"")', 'largestCity(""Montgomery_County,_Alabama"",""Montgomery,_Alabama"")', 'capital(""Alabama_in_the_American_Civil_War"",""Montgomery,_Alabama"")', 'largestCity(""Montgomery_metropolitan_area"",""Montgomery,_Alabama"")', 'capital(""Texas"",""Austin,_Texas"")', 'largestCity(""Texas"",""Houston"")', 'capital(""Government_of_Free_Vietnam"",""Texas"")', 'premierePlace(""Yajnaseni_(play)"",""Texas"")', 'capital(""Montgomery_County,_Alabama"",""Montgomery,_Alabama"")', 'capital(""Montgomery_metropolitan_area"",""Montgomery,_Alabama"")', 'capital(""Texas"",""Houston"")', 'capital(""Texas"",""Texas"")']","[""capital('Texas', 'Houston') 1.0"", ""capital('Montgomery_County,_Alabama', 'Montgomery,_Alabama') 1.0"", ""capital('Alabama', 'Montgomery,_Alabama') 1.0"", ""capital('Alabama_in_the_American_Civil_War', 'Montgomery,_Alabama') 1.0"", ""capital('Montgomery_metropolitan_area', 'Montgomery,_Alabama') 1.0"", ""capital('Government_of_Free_Vietnam', 'Texas') 1.0"", ""capital('Texas', 'Texas') 1.0"", ""capital('Texas', 'Austin,_Texas') 1.0""]"
18,Austin is the capital of Alabama.,[],[],[],"[""capital('Alabama', 'Montgomery,_Alabama') 1.0"", ""capital('Alabama', 'Birmingham,_Alabama') 0.598687660112"", ""capital('Texas_in_the_American_Civil_War', 'Austin,_Texas') 1.0"", ""capital('Travis_County,_Texas', 'Austin,_Texas') 0.598687660112"", ""capital('Texas', 'Austin,_Texas') 1.0""]","['capital(""Texas"",""Austin,_Texas"")', 'largestCity(""Travis_County,_Texas"",""Austin,_Texas"")', 'municipality(""Barton_Creek"",""Austin,_Texas"")', 'capital(""Texas_in_the_American_Civil_War"",""Austin,_Texas"")', 'capital(""Alabama"",""Montgomery,_Alabama"")', 'largestCity(""Alabama"",""Birmingham,_Alabama"")', 'capital(""Travis_County,_Texas"",""Austin,_Texas"")', 'capital(""Alabama"",""Birmingham,_Alabama"")']","[""capital('Alabama', 'Montgomery,_Alabama') 1.0"", ""capital('Alabama', 'Birmingham,_Alabama') 1.0"", ""capital('Texas_in_the_American_Civil_War', 'Austin,_Texas') 1.0"", ""capital('Travis_County,_Texas', 'Austin,_Texas') 1.0"", ""capital('Texas', 'Austin,_Texas') 1.0""]"
19,Salt Lake City is the capital of Virginia.,[],[],[],"[""capital('Virginia', 'Richmond,_Virginia') 1.0"", ""capital('Virginia', 'Virginia_Beach,_Virginia') 0.598687660112"", ""capital('Salt_Lake_City', 'Salt_Lake_City') 0.574442516812"", ""capital('Utah', 'Salt_Lake_City') 1.0"", ""capital('State_of_Deseret', 'Salt_Lake_City') 1.0"", ""capital('Salt_Lake_County,_Utah', 'Salt_Lake_City') 0.598687660112"", ""capital('Utah_Territory', 'Salt_Lake_City') 1.0""]","['capital(""State_of_Deseret"",""Salt_Lake_City"")', 'capital(""Utah"",""Salt_Lake_City"")', 'capital(""Utah_Territory"",""Salt_Lake_City"")', 'largestCity(""Salt_Lake_County,_Utah"",""Salt_Lake_City"")', 'premierePlace(""Struck_Oil_(film)__Struck_Oil__1"",""Salt_Lake_City"")', 'capital(""Virginia"",""Richmond,_Virginia"")', 'largestCity(""Virginia"",""Virginia_Beach,_Virginia"")', 'capital(""Salt_Lake_County,_Utah"",""Salt_Lake_City"")', 'capital(""Virginia"",""Virginia_Beach,_Virginia"")', 'capital(""Salt_Lake_City"",""Salt_Lake_City"")']","[""capital('Virginia', 'Richmond,_Virginia') 1.0"", ""capital('Virginia', 'Virginia_Beach,_Virginia') 1.0"", ""capital('Salt_Lake_City', 'Salt_Lake_City') 1.0"", ""capital('Utah', 'Salt_Lake_City') 1.0"", ""capital('State_of_Deseret', 'Salt_Lake_City') 1.0"", ""capital('Salt_Lake_County,_Utah', 'Salt_Lake_City') 1.0"", ""capital('Utah_Territory', 'Salt_Lake_City') 1.0""]"
20,Richmond is the capital of Utah.,[],[],[],"[""capital('Virginia_in_the_American_Civil_War', 'Richmond,_Virginia') 1.0"", ""capital('Utah', 'Salt_Lake_City') 1.0"", ""capital('Virginia', 'Richmond,_Virginia') 1.0"", ""capital('Greater_Richmond_Region', 'Richmond,_Virginia') 0.598687660112""]","['capital(""Virginia"",""Richmond,_Virginia"")', 'capital(""Virginia_in_the_American_Civil_War"",""Richmond,_Virginia"")', 'largestCity(""Greater_Richmond_Region"",""Richmond,_Virginia"")', 'capital(""Utah"",""Salt_Lake_City"")', 'capital(""Greater_Richmond_Region"",""Richmond,_Virginia"")']","[""capital('Virginia_in_the_American_Civil_War', 'Richmond,_Virginia') 1.0"", ""capital('Utah', 'Salt_Lake_City') 1.0"", ""capital('Virginia', 'Richmond,_Virginia') 1.0"", ""capital('Greater_Richmond_Region', 'Richmond,_Virginia') 1.0""]"
21,Santa Fe is the capital of Wisconsin.,[],[],[],"[""capital('Wisconsin', 'Madison,_Wisconsin') 1.0"", ""capital('Santa_Fe_County,_New_Mexico', 'Santa_Fe,_New_Mexico') 0.598687660112"", ""capital('Wisconsin', 'Milwaukee') 0.598687660112"", ""capital('New_Mexico_Territory', 'Santa_Fe,_New_Mexico') 1.0"", ""capital('New_Mexico', 'Santa_Fe,_New_Mexico') 1.0""]","['capital(""New_Mexico_Territory"",""Santa_Fe,_New_Mexico"")', 'largestCity(""Santa_Fe_County,_New_Mexico"",""Santa_Fe,_New_Mexico"")', 'capital(""New_Mexico"",""Santa_Fe,_New_Mexico"")', 'capital(""Wisconsin"",""Madison,_Wisconsin"")', 'largestCity(""Wisconsin"",""Milwaukee"")', 'capital(""Santa_Fe_County,_New_Mexico"",""Santa_Fe,_New_Mexico"")', 'capital(""Wisconsin"",""Milwaukee"")']","[""capital('Wisconsin', 'Madison,_Wisconsin') 1.0"", ""capital('Santa_Fe_County,_New_Mexico', 'Santa_Fe,_New_Mexico') 1.0"", ""capital('Wisconsin', 'Milwaukee') 1.0"", ""capital('New_Mexico_Territory', 'Santa_Fe,_New_Mexico') 1.0"", ""capital('New_Mexico', 'Santa_Fe,_New_Mexico') 1.0""]"
22,Madison is the capital of New Mexico.,[],[],[],"[""capital('New_Mexico', 'Santa_Fe_New_Mexico') 1.0"", ""capital('New_Mexico', 'Santa_Fe,_New_Mexico') 1.0"", ""capital('New_Mexico', 'Albuquerque,_New_Mexico') 0.598687660112""]","['capital(""New_Mexico"",""Santa_Fe_New_Mexico"")', 'largestCity(""New_Mexico"",""Albuquerque,_New_Mexico"")', 'capital(""New_Mexico"",""Santa_Fe,_New_Mexico"")', 'capital(""New_Mexico"",""Albuquerque,_New_Mexico"")']","[""capital('New_Mexico', 'Santa_Fe_New_Mexico') 1.0"", ""capital('New_Mexico', 'Santa_Fe,_New_Mexico') 1.0"", ""capital('New_Mexico', 'Albuquerque,_New_Mexico') 1.0""]"
23,Albany is the capital of Alaska.,[],[],[],"[""capital('Scotland', 'Glasgow') 0.598687660112"", ""capital('Scotland', 'Edinburgh') 1.0"", ""capital('Alaska', 'Anchorage,_Alaska') 0.598687660112"", ""capital('Alaska', 'Juneau,_Alaska') 1.0""]","['capital(""Scotland"",""Edinburgh"")', 'largestCity(""Scotland"",""Glasgow"")', 'capital(""Alaska"",""Juneau,_Alaska"")', 'largestCity(""Alaska"",""Anchorage,_Alaska"")', 'capital(""Scotland"",""Glasgow"")', 'capital(""Alaska"",""Anchorage,_Alaska"")']","[""capital('Scotland', 'Glasgow') 1.0"", ""capital('Scotland', 'Edinburgh') 1.0"", ""capital('Alaska', 'Anchorage,_Alaska') 1.0"", ""capital('Alaska', 'Juneau,_Alaska') 1.0""]"
24,Juneau is the capital of New York.,[],[],[],"[""capital('Alaska', 'Juneau,_Alaska') 1.0""]","['capital(""Alaska"",""Juneau,_Alaska"")', 'district(""Eagle_River_(Favorite_Channel)"",""Juneau,_Alaska"")']","[""capital('Alaska', 'Juneau,_Alaska') 1.0""]"
25,Springfield is the capital of Montana.,[],[],[],"[""capital('Montana', 'Billings,_Montana') 0.598687660112"", ""capital('Montana', 'Helena,_Montana') 1.0"", ""capital('Illinois', 'Springfield,_Illinois') 1.0"", ""capital('Sangamon_County,_Illinois', 'Springfield,_Illinois') 0.598687660112""]","['capital(""Illinois"",""Springfield,_Illinois"")', 'largestCity(""Sangamon_County,_Illinois"",""Springfield,_Illinois"")', 'capital(""Montana"",""Helena,_Montana"")', 'largestCity(""Montana"",""Billings,_Montana"")', 'capital(""Sangamon_County,_Illinois"",""Springfield,_Illinois"")', 'capital(""Montana"",""Billings,_Montana"")']","[""capital('Montana', 'Billings,_Montana') 1.0"", ""capital('Montana', 'Helena,_Montana') 1.0"", ""capital('Illinois', 'Springfield,_Illinois') 1.0"", ""capital('Sangamon_County,_Illinois', 'Springfield,_Illinois') 1.0""]"
26,Helena is the capital of Illinois.,[],[],[],"[""capital('Lewis_and_Clark_County,_Montana', 'Helena,_Montana') 0.598687660112"", ""capital('Montana_Territory', 'Helena,_Montana') 1.0"", ""capital('Illinois', 'Springfield,_Illinois') 1.0"", ""capital('Illinois', 'Chicago') 0.598687660112"", ""capital('Montana', 'Helena,_Montana') 1.0"", ""capital('Illinois', 'Illinois') 0.916827303506""]","['capital(""Montana"",""Helena,_Montana"")', 'capital(""Montana_Territory"",""Helena,_Montana"")', 'largestCity(""Lewis_and_Clark_County,_Montana"",""Helena,_Montana"")', 'capital(""Illinois"",""Springfield,_Illinois"")', 'largestCity(""Illinois"",""Chicago"")', 'district(""Chadwick,_Illinois"",""Illinois"")', 'premierePlace(""Bosoms_and_Neglect"",""Illinois"")', 'premierePlace(""August:_Osage_County"",""Illinois"")', 'premierePlace(""Rich_and_Famous_(play)"",""Illinois"")', 'premierePlace(""Disgraced"",""Illinois"")', 'premierePlace(""Late_Nite_Catechism"",""Illinois"")', 'premierePlace(""Boy_Gets_Girl"",""Illinois"")', 'premierePlace(""Chinglish_(play)"",""Illinois"")', 'premierePlace(""Out_Cry"",""Illinois"")', 'capital(""Lewis_and_Clark_County,_Montana"",""Helena,_Montana"")', 'capital(""Illinois"",""Chicago"")', 'capital(""Illinois"",""Illinois"")']","[""capital('Lewis_and_Clark_County,_Montana', 'Helena,_Montana') 1.0"", ""capital('Montana_Territory', 'Helena,_Montana') 1.0"", ""capital('Illinois', 'Springfield,_Illinois') 1.0"", ""capital('Illinois', 'Chicago') 1.0"", ""capital('Montana', 'Helena,_Montana') 1.0"", ""capital('Illinois', 'Illinois') 1.0""]"
27,Phoenix is the capital of Alaska.,[],[],[],"[""capital('Arizona', 'Phoenix,_Arizona') 1.0"", ""capital('Arizona_Territory', 'Phoenix,_Arizona') 1.0"", ""capital('Alaska', 'Anchorage,_Alaska') 0.598687660112"", ""capital('Alaska', 'Juneau,_Alaska') 1.0"", ""capital('Maricopa_County,_Arizona', 'Phoenix,_Arizona') 0.598687660112""]","['capital(""Arizona"",""Phoenix,_Arizona"")', 'capital(""Arizona_Territory"",""Phoenix,_Arizona"")', 'largestCity(""Maricopa_County,_Arizona"",""Phoenix,_Arizona"")', 'capital(""Alaska"",""Juneau,_Alaska"")', 'largestCity(""Alaska"",""Anchorage,_Alaska"")', 'capital(""Maricopa_County,_Arizona"",""Phoenix,_Arizona"")', 'capital(""Alaska"",""Anchorage,_Alaska"")']","[""capital('Arizona', 'Phoenix,_Arizona') 1.0"", ""capital('Arizona_Territory', 'Phoenix,_Arizona') 1.0"", ""capital('Alaska', 'Anchorage,_Alaska') 1.0"", ""capital('Alaska', 'Juneau,_Alaska') 1.0"", ""capital('Maricopa_County,_Arizona', 'Phoenix,_Arizona') 1.0""]"
28,Sacramento is the capital of Arizona.,[],[],[],"[""capital('Arizona', 'Capital_city') 0.598687660112"", ""capital('Arizona', 'Phoenix,_Arizona') 1.0"", ""capital('California', 'Sacramento,_California') 1.0""]","['capital(""California"",""Sacramento,_California"")', 'municipality(""Jibboom_Street_Bridge"",""Sacramento,_California"")', 'municipality(""Fair_Oaks_Bridge"",""Sacramento,_California"")', 'municipality(""I_Street_Bridge"",""Sacramento,_California"")', 'capital(""Arizona"",""Phoenix,_Arizona"")', 'largestCity(""Arizona"",""Capital_city"")', 'district(""Coyote_Mountains_Wilderness_(Arizona)"",""Arizona"")', 'capital(""Arizona"",""Capital_city"")']","[""capital('Arizona', 'Capital_city') 1.0"", ""capital('Arizona', 'Phoenix,_Arizona') 1.0"", ""capital('California', 'Sacramento,_California') 1.0""]"
29,Little Rock is the capital of Connecticut.,[],[],[],"[""capital('Arkansas', 'Little_Rock,_Arkansas') 1.0"", ""capital('Pulaski_County,_Arkansas', 'Little_Rock,_Arkansas') 0.598687660112"", ""capital('Connecticut', 'Hartford,_Connecticut') 1.0"", ""capital('Connecticut', 'Bridgeport,_Connecticut') 0.598687660112""]","['capital(""Arkansas"",""Little_Rock,_Arkansas"")', 'largestCity(""Pulaski_County,_Arkansas"",""Little_Rock,_Arkansas"")', 'capital(""Connecticut"",""Hartford,_Connecticut"")', 'largestCity(""Connecticut"",""Bridgeport,_Connecticut"")', 'district(""Noyes_Barber"",""Connecticut"")', 'capital(""Pulaski_County,_Arkansas"",""Little_Rock,_Arkansas"")', 'capital(""Connecticut"",""Bridgeport,_Connecticut"")']","[""capital('Arkansas', 'Little_Rock,_Arkansas') 1.0"", ""capital('Pulaski_County,_Arkansas', 'Little_Rock,_Arkansas') 1.0"", ""capital('Connecticut', 'Hartford,_Connecticut') 1.0"", ""capital('Connecticut', 'Bridgeport,_Connecticut') 1.0""]"
30,Hartford is the capital of Arkansas.,[],[],[],"[""capital('Connecticut_Colony', 'Hartford,_Connecticut') 1.0"", ""capital('Arkansas', 'Little_Rock,_Arkansas') 1.0"", ""capital('Connecticut', 'Hartford,_Connecticut') 1.0"", ""capital('Hartford,_Connecticut', 'Hartford,_Connecticut') 0.645656306226""]","['capital(""Connecticut"",""Hartford,_Connecticut"")', 'capital(""Connecticut_Colony"",""Hartford,_Connecticut"")', 'premierePlace(""Edward_Albee\'s_At_Home_at_the_Zoo"",""Hartford,_Connecticut"")', 'premierePlace(""Water_by_the_Spoonful"",""Hartford,_Connecticut"")', 'capital(""Arkansas"",""Little_Rock,_Arkansas"")', 'capital(""Hartford,_Connecticut"",""Hartford,_Connecticut"")']","[""capital('Connecticut_Colony', 'Hartford,_Connecticut') 1.0"", ""capital('Arkansas', 'Little_Rock,_Arkansas') 1.0"", ""capital('Connecticut', 'Hartford,_Connecticut') 1.0"", ""capital('Hartford,_Connecticut', 'Hartford,_Connecticut') 1.0""]"
