id,triples,label,lpmln hard rules -q keyPerson(False Negative),lpmln hard rules -q not_keyPerson(True Negative),asp
208,"['ACE_Limited', 'Michael_Corbat']",0,"[""keyPerson('ACE_Limited', 'Michael_Corbat') 1.0""]","[""not_keyPerson('ACE_Limited', 'Michael_Corbat') 1.0""]","['keyPerson(""ACE_Limited"",""Michael_Corbat"")', 'not_keyPerson(""ACE_Limited"",""Michael_Corbat"")']"
207,"['ACE_Limited', 'Walter_Kwok']",0,"[""keyPerson('ACE_Limited', 'Walter_Kwok') 1.0""]","[""not_keyPerson('ACE_Limited', 'Walter_Kwok') 1.0""]","['keyPerson(""ACE_Limited"",""Walter_Kwok"")', 'not_keyPerson(""ACE_Limited"",""Walter_Kwok"")']"
213,"['Aditya_Birla_Group', 'Paul_Allen']",0,"[""keyPerson('Aditya_Birla_Group', 'Paul_Allen') 1.0""]","[""not_keyPerson('Aditya_Birla_Group', 'Paul_Allen') 1.0""]","['keyPerson(""Aditya_Birla_Group"",""Paul_Allen"")', 'not_keyPerson(""Aditya_Birla_Group"",""Paul_Allen"")']"
215,"['Aditya_Birla_Group', 'Peter_Lynch']",0,"[""keyPerson('Aditya_Birla_Group', 'Peter_Lynch') 1.0""]","[""not_keyPerson('Aditya_Birla_Group', 'Peter_Lynch') 1.0""]","['keyPerson(""Aditya_Birla_Group"",""Peter_Lynch"")', 'not_keyPerson(""Aditya_Birla_Group"",""Peter_Lynch"")']"
212,"['Aditya_Birla_Group', 'Philippe_Dauman']",0,"[""keyPerson('Aditya_Birla_Group', 'Philippe_Dauman') 1.0""]","[""not_keyPerson('Aditya_Birla_Group', 'Philippe_Dauman') 1.0""]","['keyPerson(""Aditya_Birla_Group"",""Philippe_Dauman"")', 'not_keyPerson(""Aditya_Birla_Group"",""Philippe_Dauman"")']"
218,"['Adobe_Systems', 'Dilip_Shanghvi']",0,"[""keyPerson('Adobe_Systems', 'Dilip_Shanghvi') 1.0""]","[""not_keyPerson('Adobe_Systems', 'Dilip_Shanghvi') 1.0""]","['keyPerson(""Adobe_Systems"",""Dilip_Shanghvi"")', 'not_keyPerson(""Adobe_Systems"",""Dilip_Shanghvi"")']"
221,"['Adobe_Systems', 'John_P._Surma']",0,"[""keyPerson('Adobe_Systems', 'John_P._Surma') 1.0""]","[""not_keyPerson('Adobe_Systems', 'John_P._Surma') 1.0""]","['keyPerson(""Adobe_Systems"",""John_P._Surma"")', 'not_keyPerson(""Adobe_Systems"",""John_P._Surma"")']"
217,"['Adobe_Systems', 'Sunil_Mittal']",0,"[""keyPerson('Adobe_Systems', 'Sunil_Mittal') 1.0""]","[""not_keyPerson('Adobe_Systems', 'Sunil_Mittal') 1.0""]","['keyPerson(""Adobe_Systems"",""Sunil_Mittal"")', 'not_keyPerson(""Adobe_Systems"",""Sunil_Mittal"")']"
219,"['Adobe_Systems', 'Warren_Buffett']",0,"[""keyPerson('Adobe_Systems', 'Warren_Buffett_VCSSGOC') 1.0"", ""keyPerson('Adobe_Systems', 'Warren_Buffett') 1.0""]","[""not_keyPerson('Adobe_Systems', 'Warren_Buffett') 1.0""]","['keyPerson(""Adobe_Systems"",""Warren_Buffett"")', 'keyPerson(""Adobe_Systems"",""Warren_Buffett_VCSSGOC"")', 'not_keyPerson(""Adobe_Systems"",""Warren_Buffett"")']"
248,"['Advanced_Micro_Devices', 'Kazuo_Hirai']",0,"[""keyPerson('Advanced_Micro_Devices', 'Kazuo_Hirai') 1.0""]","[""not_keyPerson('Advanced_Micro_Devices', 'Kazuo_Hirai') 1.0""]","['keyPerson(""Advanced_Micro_Devices"",""Kazuo_Hirai"")', 'not_keyPerson(""Advanced_Micro_Devices"",""Kazuo_Hirai"")']"
249,"['Advanced_Micro_Devices', 'Muhtar_Kent']",0,"[""keyPerson('Advanced_Micro_Devices', 'Muhtar_Kent') 1.0""]","[""not_keyPerson('Advanced_Micro_Devices', 'Muhtar_Kent') 1.0""]","['keyPerson(""Advanced_Micro_Devices"",""Muhtar_Kent"")', 'not_keyPerson(""Advanced_Micro_Devices"",""Muhtar_Kent"")']"
246,"['Advanced_Micro_Devices', 'Vittorio_Colao']",0,"[""keyPerson('Advanced_Micro_Devices', 'Vittorio_Colao') 1.0""]","[""not_keyPerson('Advanced_Micro_Devices', 'Vittorio_Colao') 1.0""]","['keyPerson(""Advanced_Micro_Devices"",""Vittorio_Colao"")', 'not_keyPerson(""Advanced_Micro_Devices"",""Vittorio_Colao"")']"
444,"['Airbus_Group', 'Lee_Kun-hee']",0,"[""keyPerson('Lee_Kun-hee__1', 'Airbus_Group') 1.0"", ""keyPerson('Airbus_Group', 'Lee_Kun-hee') 1.0""]","[""not_keyPerson('Airbus_Group', 'Lee_Kun-hee') 1.0""]","['keyPerson(""Airbus_Group"",""Lee_Kun-hee"")', 'keyPerson(""Lee_Kun-hee__1"",""Airbus_Group"")', 'not_keyPerson(""Airbus_Group"",""Lee_Kun-hee"")']"
233,"['Alcatel-Lucent', 'Anshu_Jain']",0,"[""keyPerson('Alcatel-Lucent', 'Anshu_Jain') 1.0""]","[""not_keyPerson('Alcatel-Lucent', 'Anshu_Jain') 1.0""]","['keyPerson(""Alcatel-Lucent"",""Anshu_Jain"")', 'not_keyPerson(""Alcatel-Lucent"",""Anshu_Jain"")']"
236,"['Alcatel-Lucent', 'Ashok_Vemuri']",0,"[""keyPerson('Alcatel-Lucent', 'Ashok_Vemuri') 1.0""]","[""not_keyPerson('Alcatel-Lucent', 'Ashok_Vemuri') 1.0""]","['keyPerson(""Alcatel-Lucent"",""Ashok_Vemuri"")', 'not_keyPerson(""Alcatel-Lucent"",""Ashok_Vemuri"")']"
232,"['Alcatel-Lucent', 'Jeff_Zucker']",0,"[""keyPerson('Alcatel-Lucent', 'Jeff_Zucker') 1.0""]","[""not_keyPerson('Alcatel-Lucent', 'Jeff_Zucker') 1.0""]","['keyPerson(""Alcatel-Lucent"",""Jeff_Zucker"")', 'not_keyPerson(""Alcatel-Lucent"",""Jeff_Zucker"")']"
235,"['Alcatel-Lucent', 'Larry_Page']",0,"[""keyPerson('Alcatel-Lucent', 'Larry_Page') 1.0""]","[""not_keyPerson('Alcatel-Lucent', 'Larry_Page') 1.0""]","['keyPerson(""Alcatel-Lucent"",""Larry_Page"")', 'not_keyPerson(""Alcatel-Lucent"",""Larry_Page"")']"
237,"['Alcoa', 'Felipe_Gozon']",0,"[""keyPerson('Alcoa', 'Felipe_Gozon') 1.0""]","[""not_keyPerson('Alcoa', 'Felipe_Gozon') 1.0""]","['keyPerson(""Alcoa"",""Felipe_Gozon"")', 'not_keyPerson(""Alcoa"",""Felipe_Gozon"")']"
238,"['Alcoa', 'Frederick_W._Smith']",0,"[""keyPerson('Alcoa', 'Frederick_W._Smith') 1.0""]","[""not_keyPerson('Alcoa', 'Frederick_W._Smith') 1.0""]","['keyPerson(""Alcoa"",""Frederick_W._Smith"")', 'not_keyPerson(""Alcoa"",""Frederick_W._Smith"")']"
239,"['Alcoa', 'Sumner_Redstone']",0,"[""keyPerson('Alcoa', 'Sumner_Redstone') 1.0""]","[""not_keyPerson('Alcoa', 'Sumner_Redstone') 1.0""]","['keyPerson(""Alcoa"",""Sumner_Redstone"")', 'not_keyPerson(""Alcoa"",""Sumner_Redstone"")']"
229,"['Alliance_Boots', 'Bob_Iger']",0,"[""keyPerson('Alliance_Boots', 'Bob_Iger') 1.0""]","[""not_keyPerson('Alliance_Boots', 'Bob_Iger') 1.0""]","['keyPerson(""Alliance_Boots"",""Bob_Iger"")', 'not_keyPerson(""Alliance_Boots"",""Bob_Iger"")']"
228,"['Alliance_Boots', 'David_Thodey']",0,"[""keyPerson('Alliance_Boots', 'David_Thodey') 1.0""]","[""not_keyPerson('Alliance_Boots', 'David_Thodey') 1.0""]","['keyPerson(""Alliance_Boots"",""David_Thodey"")', 'not_keyPerson(""Alliance_Boots"",""David_Thodey"")']"
231,"['Alliance_Boots', 'Frederick_W._Smith']",0,"[""keyPerson('Alliance_Boots', 'Frederick_W._Smith') 1.0""]","[""not_keyPerson('Alliance_Boots', 'Frederick_W._Smith') 1.0""]","['keyPerson(""Alliance_Boots"",""Frederick_W._Smith"")', 'not_keyPerson(""Alliance_Boots"",""Frederick_W._Smith"")']"
230,"['Alliance_Boots', 'Julia_Stewart_(businesswoman)']",0,"[""keyPerson('Alliance_Boots', 'Julia_Stewart_(businesswoman)') 1.0""]","[""not_keyPerson('Alliance_Boots', 'Julia_Stewart_(businesswoman)') 1.0""]","['keyPerson(""Alliance_Boots"",""Julia_Stewart_(businesswoman)"")', 'not_keyPerson(""Alliance_Boots"",""Julia_Stewart_(businesswoman)"")']"
242,"['Amazon.com', 'Vince_McMahon']",0,"[""keyPerson('Amazon.com', 'Vince_McMahon') 1.0"", ""keyPerson('Amazon.com', 'Vince_McMahon_Sr.') 1.0"", ""keyPerson('Amazon.com,_Inc.', 'Vince_McMahon_Sr.') 1.0"", ""keyPerson('Amazon.com,_Inc.', 'Vince_McMahon') 1.0""]","[""not_keyPerson('Amazon.com,_Inc.', 'Vince_McMahon_Sr.') 1.0"", ""not_keyPerson('Amazon.com', 'Vince_McMahon') 1.0"", ""not_keyPerson('Amazon.com', 'Vince_McMahon_Sr.') 1.0"", ""not_keyPerson('Amazon.com,_Inc.', 'Vince_McMahon') 1.0""]","['keyPerson(""Amazon.com"",""Vince_McMahon"")', 'keyPerson(""Amazon.com"",""Vince_McMahon_Sr."")', 'keyPerson(""Amazon.com,_Inc."",""Vince_McMahon_Sr."")', 'keyPerson(""Amazon.com,_Inc."",""Vince_McMahon"")', 'not_keyPerson(""Amazon.com"",""Vince_McMahon_Sr."")', 'not_keyPerson(""Amazon.com,_Inc."",""Vince_McMahon_Sr."")', 'not_keyPerson(""Amazon.com"",""Vince_McMahon"")', 'not_keyPerson(""Amazon.com,_Inc."",""Vince_McMahon"")']"
241,"['Amazon.com', 'David_M._Cote']",0,"[""keyPerson('Amazon.com,_Inc.', 'David_M._Cote') 1.0"", ""keyPerson('Amazon.com', 'David_M._Cote') 1.0""]","[""not_keyPerson('Amazon.com', 'David_M._Cote') 1.0""]","['keyPerson(""Amazon.com"",""David_M._Cote"")', 'keyPerson(""Amazon.com,_Inc."",""David_M._Cote"")', 'not_keyPerson(""Amazon.com"",""David_M._Cote"")']"
244,"['Amazon.com', 'Donald_E._Graham']",0,"[""keyPerson('Amazon.com', 'Donald_E._Graham') 1.0"", ""keyPerson('Amazon.com,_Inc.', 'Donald_E._Graham') 1.0""]","[""not_keyPerson('Amazon.com', 'Donald_E._Graham') 1.0""]","['keyPerson(""Amazon.com"",""Donald_E._Graham"")', 'keyPerson(""Amazon.com,_Inc."",""Donald_E._Graham"")', 'not_keyPerson(""Amazon.com"",""Donald_E._Graham"")']"
243,"['Amazon.com', 'Gordon_Nixon']",0,"[""keyPerson('Amazon.com', 'Gordon_Nixon') 1.0"", ""keyPerson('Amazon.com,_Inc.', 'Gordon_Nixon') 1.0""]","[""not_keyPerson('Amazon.com', 'Gordon_Nixon') 1.0""]","['keyPerson(""Amazon.com"",""Gordon_Nixon"")', 'keyPerson(""Amazon.com,_Inc."",""Gordon_Nixon"")', 'not_keyPerson(""Amazon.com"",""Gordon_Nixon"")']"
255,"['American_Airlines_Group', 'Jay_S._Fishman']",0,"[""keyPerson('Jay_S._Fishman__1', 'American_Airlines_Group') 1.0"", ""keyPerson('American_Airlines_Group', 'Jay_S._Fishman') 1.0""]","[""not_keyPerson('American_Airlines_Group', 'Jay_S._Fishman') 1.0""]","['keyPerson(""American_Airlines_Group"",""Jay_S._Fishman"")', 'keyPerson(""Jay_S._Fishman__1"",""American_Airlines_Group"")', 'not_keyPerson(""American_Airlines_Group"",""Jay_S._Fishman"")']"
256,"['American_Airlines_Group', 'Jeff_Zucker']",0,"[""keyPerson('Jeff_Zucker__1', 'American_Airlines_Group') 1.0"", ""keyPerson('American_Airlines_Group', 'Jeff_Zucker') 1.0""]","[""not_keyPerson('American_Airlines_Group', 'Jeff_Zucker') 1.0""]","['keyPerson(""American_Airlines_Group"",""Jeff_Zucker"")', 'keyPerson(""Jeff_Zucker__1"",""American_Airlines_Group"")', 'not_keyPerson(""American_Airlines_Group"",""Jeff_Zucker"")']"
257,"['American_Airlines_Group', 'Mike_S._Zafirovski']",0,"[""keyPerson('American_Airlines_Group', 'Mike_S._Zafirovski') 1.0""]","[""not_keyPerson('American_Airlines_Group', 'Mike_S._Zafirovski') 1.0""]","['keyPerson(""American_Airlines_Group"",""Mike_S._Zafirovski"")', 'not_keyPerson(""American_Airlines_Group"",""Mike_S._Zafirovski"")']"
259,"['American_Airlines_Group', 'Satya_Nadella']",0,"[""keyPerson('Satya_Nadella__1', 'American_Airlines_Group') 1.0"", ""keyPerson('American_Airlines_Group', 'Satya_Nadella') 1.0""]","[""not_keyPerson('American_Airlines_Group', 'Satya_Nadella') 1.0""]","['keyPerson(""American_Airlines_Group"",""Satya_Nadella"")', 'keyPerson(""Satya_Nadella__1"",""American_Airlines_Group"")', 'not_keyPerson(""American_Airlines_Group"",""Satya_Nadella"")']"
251,"['American_Express', 'Bob_Iger']",0,"[""keyPerson('American_Express', 'Bob_Iger') 1.0"", ""keyPerson('Bob_Iger__1', 'American_Express') 1.0""]","[""not_keyPerson('American_Express', 'Bob_Iger') 1.0""]","['keyPerson(""American_Express"",""Bob_Iger"")', 'keyPerson(""Bob_Iger__1"",""American_Express"")', 'not_keyPerson(""American_Express"",""Bob_Iger"")']"
254,"['American_Express', 'Meg_Whitman']",0,"[""keyPerson('American_Express', 'Meg_Whitman') 1.0""]","[""not_keyPerson('American_Express', 'Meg_Whitman') 1.0""]","['keyPerson(""American_Express"",""Meg_Whitman"")', 'not_keyPerson(""American_Express"",""Meg_Whitman"")']"
264,"['AOL', 'Diego_Della_Valle']",0,"[""keyPerson('AOL', 'Diego_Della_Valle') 1.0""]","[""not_keyPerson('AOL', 'Diego_Della_Valle') 1.0""]","['keyPerson(""AOL"",""Diego_Della_Valle"")', 'not_keyPerson(""AOL"",""Diego_Della_Valle"")']"
260,"['AOL', 'Meg_Whitman']",0,"[""keyPerson('AOL', 'Meg_Whitman') 1.0""]","[""not_keyPerson('AOL', 'Meg_Whitman') 1.0""]","['keyPerson(""AOL"",""Meg_Whitman"")', 'not_keyPerson(""AOL"",""Meg_Whitman"")']"
262,"['AOL', 'Rex_Tillerson']",0,"[""keyPerson('AOL', 'Rex_Tillerson') 1.0""]","[""not_keyPerson('AOL', 'Rex_Tillerson') 1.0""]","['keyPerson(""AOL"",""Rex_Tillerson"")', 'not_keyPerson(""AOL"",""Rex_Tillerson"")']"
266,"['Apple_Inc.', 'Andrew_Witty']",0,"[""keyPerson('Apple_Inc.', 'Andrew_Witty') 1.0"", ""keyPerson('Apple_Inc.', 'Sir_Andrew_Witty') 1.0""]","[""not_keyPerson('Apple_Inc.', 'Andrew_Witty') 1.0""]","['keyPerson(""Apple_Inc."",""Andrew_Witty"")', 'keyPerson(""Apple_Inc."",""Sir_Andrew_Witty"")', 'not_keyPerson(""Apple_Inc."",""Andrew_Witty"")']"
267,"['Apple_Inc.', 'Daniel_Vasella']",0,"[""keyPerson('Apple_Inc.', 'Daniel_Vasella') 1.0""]","[""not_keyPerson('Apple_Inc.', 'Daniel_Vasella') 1.0""]","['keyPerson(""Apple_Inc."",""Daniel_Vasella"")', 'not_keyPerson(""Apple_Inc."",""Daniel_Vasella"")']"
269,"['Apple_Inc.', 'Gunupati_Venkata_Krishna_Reddy']",0,"[""keyPerson('Apple_Inc.', 'Gunupati_Venkata_Krishna_Reddy') 1.0""]","[""not_keyPerson('Apple_Inc.', 'Gunupati_Venkata_Krishna_Reddy') 1.0""]","['keyPerson(""Apple_Inc."",""Gunupati_Venkata_Krishna_Reddy"")', 'not_keyPerson(""Apple_Inc."",""Gunupati_Venkata_Krishna_Reddy"")']"
268,"['Apple_Inc.', 'John_Donahoe']",0,"[""keyPerson('Apple_Inc.', 'John_Donahoe') 1.0""]","[""not_keyPerson('Apple_Inc.', 'John_Donahoe') 1.0""]","['keyPerson(""Apple_Inc."",""John_Donahoe"")', 'not_keyPerson(""Apple_Inc."",""John_Donahoe"")']"
271,"['ArcelorMittal', 'Klaus_Kleinfeld']",0,"[""keyPerson('ArcelorMittal', 'Klaus_Kleinfeld') 1.0"", ""keyPerson('Klaus_Kleinfeld__1', 'ArcelorMittal') 1.0""]","[""not_keyPerson('ArcelorMittal', 'Klaus_Kleinfeld') 1.0""]","['keyPerson(""ArcelorMittal"",""Klaus_Kleinfeld"")', 'keyPerson(""Klaus_Kleinfeld__1"",""ArcelorMittal"")', 'not_keyPerson(""ArcelorMittal"",""Klaus_Kleinfeld"")']"
272,"['ArcelorMittal', 'Mitchell_Baker']",0,"[""keyPerson('ArcelorMittal', 'Mitchell_Baker') 1.0"", ""keyPerson('Mitchell_Baker__1', 'ArcelorMittal') 1.0""]","[""not_keyPerson('ArcelorMittal', 'Mitchell_Baker') 1.0""]","['keyPerson(""ArcelorMittal"",""Mitchell_Baker"")', 'keyPerson(""Mitchell_Baker__1"",""ArcelorMittal"")', 'not_keyPerson(""ArcelorMittal"",""Mitchell_Baker"")']"
273,"['ArcelorMittal', 'Richard_Notebaert']",0,"[""keyPerson('ArcelorMittal', 'Richard_Notebaert') 1.0"", ""keyPerson('Richard_Notebaert__1', 'ArcelorMittal') 1.0""]","[""not_keyPerson('ArcelorMittal', 'Richard_Notebaert') 1.0""]","['keyPerson(""ArcelorMittal"",""Richard_Notebaert"")', 'keyPerson(""Richard_Notebaert__1"",""ArcelorMittal"")', 'not_keyPerson(""ArcelorMittal"",""Richard_Notebaert"")']"
278,"['AT&T', 'David_Thodey']",0,"[""keyPerson('AT&T_Corporation', 'David_Thodey') 1.0"", ""keyPerson('AT&T_Digital_Life', 'David_Thodey') 1.0"", ""keyPerson('David_Thodey__1', 'AT&T_Mexico') 1.0"", ""keyPerson('AT&T_U-verse', 'David_Thodey') 1.0"", ""keyPerson('David_Thodey__1', 'AT&T') 1.0"", ""keyPerson('David_Thodey__1', 'AT&T_Corporation') 1.0"", ""keyPerson('AT&T', 'David_Thodey') 1.0"", ""keyPerson('AT&T_Mobility', 'David_Thodey') 1.0"", ""keyPerson('AT&T_Inc.', 'David_Thodey') 1.0"", ""keyPerson('AT&T_Mexico', 'David_Thodey') 1.0"", ""keyPerson('AT&T_Corp.', 'David_Thodey') 1.0""]","[""not_keyPerson('AT&T_Communications', 'David_Thodey') 1.0"", ""not_keyPerson('AT&T_Mexico', 'David_Thodey') 1.0"", ""not_keyPerson('AT&T_Sports_Networks', 'David_Thodey') 1.0"", ""not_keyPerson('AT&T_Corporation', 'David_Thodey') 1.0"", ""not_keyPerson('AT&T_U-verse', 'David_Thodey') 1.0"", ""not_keyPerson('AT&T_Digital_Life', 'David_Thodey') 1.0"", ""not_keyPerson('AT&T', 'David_Thodey') 1.0"", ""not_keyPerson('AT&T_Mobility', 'David_Thodey') 1.0""]","['keyPerson(""AT&T_Mobility"",""David_Thodey"")', 'keyPerson(""AT&T_Digital_Life"",""David_Thodey"")', 'keyPerson(""AT&T_Corporation"",""David_Thodey"")', 'keyPerson(""AT&T"",""David_Thodey"")', 'keyPerson(""AT&T_Mexico"",""David_Thodey"")', 'keyPerson(""David_Thodey__1"",""AT&T_Corporation"")', 'keyPerson(""AT&T_Corp."",""David_Thodey"")', 'keyPerson(""AT&T_Inc."",""David_Thodey"")', 'keyPerson(""David_Thodey__1"",""AT&T"")', 'keyPerson(""David_Thodey__1"",""AT&T_Mexico"")', 'keyPerson(""AT&T_U-verse"",""David_Thodey"")', 'not_keyPerson(""AT&T_Corporation"",""David_Thodey"")', 'not_keyPerson(""AT&T_Mobility"",""David_Thodey"")', 'not_keyPerson(""AT&T_Digital_Life"",""David_Thodey"")', 'not_keyPerson(""AT&T_U-verse"",""David_Thodey"")', 'not_keyPerson(""AT&T_Mexico"",""David_Thodey"")', 'not_keyPerson(""AT&T_Communications"",""David_Thodey"")', 'not_keyPerson(""AT&T_Sports_Networks"",""David_Thodey"")', 'not_keyPerson(""AT&T"",""David_Thodey"")']"
279,"['AT&T', 'Martin_Winterkorn']",0,"[""keyPerson('Martin_Winterkorn__1', 'AT&T') 1.0"", ""keyPerson('AT&T_Digital_Life', 'Martin_Winterkorn') 1.0"", ""keyPerson('AT&T_U-verse', 'Martin_Winterkorn') 1.0"", ""keyPerson('AT&T_Corp.', 'Martin_Winterkorn') 1.0"", ""keyPerson('AT&T_Inc.', 'Martin_Winterkorn') 1.0"", ""keyPerson('AT&T_Mexico', 'Martin_Winterkorn') 1.0"", ""keyPerson('Martin_Winterkorn__1', 'AT&T_Mexico') 1.0"", ""keyPerson('AT&T', 'Martin_Winterkorn') 1.0"", ""keyPerson('AT&T_Mobility', 'Martin_Winterkorn') 1.0"", ""keyPerson('Martin_Winterkorn__1', 'AT&T_Corporation') 1.0"", ""keyPerson('AT&T_Corporation', 'Martin_Winterkorn') 1.0""]","[""not_keyPerson('AT&T_Communications', 'Martin_Winterkorn') 1.0"", ""not_keyPerson('AT&T_Mexico', 'Martin_Winterkorn') 1.0"", ""not_keyPerson('AT&T_Sports_Networks', 'Martin_Winterkorn') 1.0"", ""not_keyPerson('AT&T_Corporation', 'Martin_Winterkorn') 1.0"", ""not_keyPerson('AT&T_U-verse', 'Martin_Winterkorn') 1.0"", ""not_keyPerson('AT&T_Digital_Life', 'Martin_Winterkorn') 1.0"", ""not_keyPerson('AT&T_Mobility', 'Martin_Winterkorn') 1.0"", ""not_keyPerson('AT&T', 'Martin_Winterkorn') 1.0""]","['keyPerson(""AT&T_Mobility"",""Martin_Winterkorn"")', 'keyPerson(""AT&T_Digital_Life"",""Martin_Winterkorn"")', 'keyPerson(""AT&T_Corporation"",""Martin_Winterkorn"")', 'keyPerson(""AT&T"",""Martin_Winterkorn"")', 'keyPerson(""AT&T_Mexico"",""Martin_Winterkorn"")', 'keyPerson(""Martin_Winterkorn__1"",""AT&T_Corporation"")', 'keyPerson(""Martin_Winterkorn__1"",""AT&T"")', 'keyPerson(""Martin_Winterkorn__1"",""AT&T_Mexico"")', 'keyPerson(""AT&T_U-verse"",""Martin_Winterkorn"")', 'keyPerson(""AT&T_Corp."",""Martin_Winterkorn"")', 'keyPerson(""AT&T_Inc."",""Martin_Winterkorn"")', 'not_keyPerson(""AT&T_Corporation"",""Martin_Winterkorn"")', 'not_keyPerson(""AT&T_Mobility"",""Martin_Winterkorn"")', 'not_keyPerson(""AT&T_Digital_Life"",""Martin_Winterkorn"")', 'not_keyPerson(""AT&T_U-verse"",""Martin_Winterkorn"")', 'not_keyPerson(""AT&T_Mexico"",""Martin_Winterkorn"")', 'not_keyPerson(""AT&T_Communications"",""Martin_Winterkorn"")', 'not_keyPerson(""AT&T_Sports_Networks"",""Martin_Winterkorn"")', 'not_keyPerson(""AT&T"",""Martin_Winterkorn"")']"
